Mod:Item:MetaData, Localized Name
nuclearcraft:sword_tough, Tough Alloy Sword
nuclearcraft:pickaxe_tough, Tough Alloy Pickaxe
nuclearcraft:shovel_tough, Tough Alloy Shovel
nuclearcraft:axe_tough, Tough Alloy Axe
nuclearcraft:hoe_tough, Tough Alloy Hoe
nuclearcraft:spaxelhoe_tough, Tough Alloy Spaxelhoe
nuclearcraft:sword_hard_carbon, Hard Carbon Sword
nuclearcraft:pickaxe_hard_carbon, Hard Carbon Pickaxe
nuclearcraft:shovel_hard_carbon, Hard Carbon Shovel
nuclearcraft:axe_hard_carbon, Hard Carbon Axe
nuclearcraft:hoe_hard_carbon, Hard Carbon Hoe
nuclearcraft:spaxelhoe_hard_carbon, Hard Carbon Spaxelhoe
nuclearcraft:sword_boron_nitride, Boron Nitride Sword
nuclearcraft:pickaxe_boron_nitride, Boron Nitride Pickaxe
nuclearcraft:shovel_boron_nitride, Boron Nitride Shovel
nuclearcraft:axe_boron_nitride, Boron Nitride Axe
nuclearcraft:hoe_boron_nitride, Boron Nitride Hoe
nuclearcraft:spaxelhoe_boron_nitride, Boron Nitride Spaxelhoe
nuclearcraft:helm_boron, Boron Helmet
nuclearcraft:chest_boron, Boron Chestplate
nuclearcraft:legs_boron, Boron Leggings
nuclearcraft:boots_boron, Boron Boots
nuclearcraft:helm_tough, Tough Alloy Helmet
nuclearcraft:chest_tough, Tough Alloy Chestplate
nuclearcraft:legs_tough, Tough Alloy Leggings
nuclearcraft:boots_tough, Tough Alloy Boots
nuclearcraft:helm_hard_carbon, Hard Carbon Helmet
nuclearcraft:chest_hard_carbon, Hard Carbon Chestplate
nuclearcraft:legs_hard_carbon, Hard Carbon Leggings
nuclearcraft:boots_hard_carbon, Hard Carbon Boots
nuclearcraft:helm_boron_nitride, Boron Nitride Helmet
nuclearcraft:chest_boron_nitride, Boron Nitride Chestplate
nuclearcraft:legs_boron_nitride, Boron Nitride Leggings
nuclearcraft:boots_boron_nitride, Boron Nitride Boots
nuclearcraft:helm_hazmat, Hazmat Suit Headwear
nuclearcraft:chest_hazmat, Hazmat Suit Chestpiece
nuclearcraft:legs_hazmat, Hazmat Suit Leggings
nuclearcraft:boots_hazmat, Hazmat Suit Boots
nuclearcraft:fluid_oxygen, Oxygen
nuclearcraft:fluid_hydrogen, Hydrogen
nuclearcraft:fluid_deuterium, Deuterium
nuclearcraft:fluid_tritium, Tritium
nuclearcraft:fluid_helium3, Helium-3
nuclearcraft:fluid_helium, Helium
nuclearcraft:fluid_boron, Molten Boron
nuclearcraft:fluid_boron10, Molten Boron-10
nuclearcraft:fluid_boron11, Molten Boron-11
nuclearcraft:fluid_lithium, Molten Lithium
nuclearcraft:fluid_lithium6, Molten Lithium-6
nuclearcraft:fluid_lithium7, Molten Lithium-7
nuclearcraft:fluid_steel, Molten Steel
nuclearcraft:fluid_ferroboron, Molten Ferroboron
nuclearcraft:fluid_tough, Molten Tough Alloy
nuclearcraft:fluid_hard_carbon, Molten Hard Carbon
nuclearcraft:fluid_coal, Liquefacted Coal
nuclearcraft:fluid_beryllium, Molten Beryllium
nuclearcraft:fluid_manganese, Molten Manganese
nuclearcraft:fluid_manganese_dioxide, Molten Manganese Dioxide
nuclearcraft:fluid_sulfur, Molten Sulfur
nuclearcraft:fluid_arsenic, Molten Arsenic
nuclearcraft:fluid_liquidhelium, Liquid Helium
nuclearcraft:fluid_liquid_nitrogen, Liquid Nitrogen
nuclearcraft:fluid_plasma, Plasma
nuclearcraft:fluid_neutron, Neutron Fluid
nuclearcraft:fluid_ethanol, Ethanol
nuclearcraft:fluid_methanol, Methanol
nuclearcraft:fluid_radaway, RadAway Fluid
nuclearcraft:fluid_radaway_slow, Slow-Acting RadAway Fluid
nuclearcraft:fluid_nitrogen, Nitrogen
nuclearcraft:fluid_fluorine, Fluorine
nuclearcraft:fluid_carbon_dioxide, Carbon Dioxide
nuclearcraft:fluid_carbon_monoxide, Carbon Monoxide
nuclearcraft:fluid_ethene, Ethylene
nuclearcraft:fluid_fluoromethane, Fluoromethane
nuclearcraft:fluid_ammonia, Ammonia
nuclearcraft:fluid_oxygen_difluoride, Oxygen Difluoride
nuclearcraft:fluid_diborane, Diborane
nuclearcraft:fluid_sulfur_dioxide, Sulfur Dioxide
nuclearcraft:fluid_sulfur_trioxide, Sulfur Trioxide
nuclearcraft:fluid_hydrofluoric_acid, Hydrofluoric Acid
nuclearcraft:fluid_boric_acid, Boric Acid
nuclearcraft:fluid_sulfuric_acid, Sulfuric Acid
nuclearcraft:fluid_boron_nitride_solution, Boron Nitride Solution
nuclearcraft:fluid_fluorite_water, Fluorite Water
nuclearcraft:fluid_calcium_sulfate_solution, Calcium Sulfate Solution
nuclearcraft:fluid_sodium_fluoride_solution, Sodium Fluoride Solution
nuclearcraft:fluid_potassium_fluoride_solution, Potassium Fluoride Solution
nuclearcraft:fluid_sodium_hydroxide_solution, Sodium Hydroxide Solution
nuclearcraft:fluid_potassium_hydroxide_solution, Potassium Hydroxide Solution
nuclearcraft:fluid_borax_solution, Borax Solution
nuclearcraft:fluid_corium, Corium
nuclearcraft:fluid_chocolate_liquor, Chocolate Liquor
nuclearcraft:fluid_cocoa_butter, Cocoa Butter
nuclearcraft:fluid_unsweetened_chocolate, Molten Unsweetened Chocolate
nuclearcraft:fluid_dark_chocolate, Molten Dark Chocolate
nuclearcraft:fluid_milk_chocolate, Molten Milk Chocolate
nuclearcraft:fluid_sugar, Molten Sugar
nuclearcraft:fluid_gelatin, Molten Gelatin
nuclearcraft:fluid_hydrated_gelatin, Hydrated Gelatin
nuclearcraft:fluid_marshmallow, Liquid Marshmallow
nuclearcraft:fluid_milk, Milk
nuclearcraft:fluid_lif, Molten Lithium Fluoride
nuclearcraft:fluid_bef2, Molten Beryllium Fluoride
nuclearcraft:fluid_flibe, Molten FLiBe Salt Mixture
nuclearcraft:fluid_naoh, Molten Sodium Hydroxide
nuclearcraft:fluid_koh, Molten Potassium Hydroxide
nuclearcraft:fluid_steam, Steam
nuclearcraft:fluid_high_pressure_steam, High Pressure Steam
nuclearcraft:fluid_exhaust_steam, Exhaust Steam
nuclearcraft:fluid_low_pressure_steam, Low Pressure Steam
nuclearcraft:fluid_low_quality_steam, Low Quality Steam
nuclearcraft:fluid_preheated_water, Preheated Water
nuclearcraft:fluid_condensate_water, Condensate Water
nuclearcraft:fluid_sodium, Molten Sodium
nuclearcraft:fluid_potassium, Molten Potassium
nuclearcraft:fluid_nak, Eutectic NaK Alloy
nuclearcraft:fluid_nak_hot, Hot Eutectic NaK Alloy
nuclearcraft:fluid_bas, Molten Boron Arsenide
nuclearcraft:fluid_sic_vapor, Silicon Carbide Vapor
nuclearcraft:fluid_alugentum, Molten Alugentum
nuclearcraft:fluid_alumina, Molten Alumina
nuclearcraft:fluid_aluminum, Molten Aluminum
nuclearcraft:fluid_silver, Molten Silver
libvulpes:blockphantom, tile.blockPhantom.name
libvulpes:hatch:0, Input Hatch
libvulpes:hatch:1, Output Hatch
libvulpes:hatch:2, Fluid Input Hatch
libvulpes:hatch:3, Fluid Output Hatch
libvulpes:placeholder, Machine
libvulpes:structuremachine, Machine Structure
libvulpes:advstructuremachine, Advanced Machine Structure
libvulpes:creativepowerbattery, Creative Power Input Plug
libvulpes:forgepowerinput, Power Input Plug
libvulpes:forgepoweroutput, Power Output Plug
libvulpes:coalgenerator, Coal Generator
libvulpes:motor, Motor
libvulpes:advancedmotor, Advanced Motor
libvulpes:enhancedmotor, Enhanced Motor
libvulpes:elitemotor, Elite Motor
libvulpes:productdust:0, material.Dilithium.name Dust
libvulpes:productdust:1, Iron Dust
libvulpes:productdust:2, Gold Dust
libvulpes:productdust:3, Silicon Dust
libvulpes:productdust:4, Copper Dust
libvulpes:productdust:5, Tin Dust
libvulpes:productdust:6, Steel Dust
libvulpes:productdust:7, Titanium Dust
libvulpes:productdust:9, Aluminum Dust
libvulpes:productdust:10, Iridium Dust
libvulpes:productingot:3, Silicon Ingot
libvulpes:productingot:4, Copper Ingot
libvulpes:productingot:5, Tin Ingot
libvulpes:productingot:6, Steel Ingot
libvulpes:productingot:7, Titanium Ingot
libvulpes:productingot:9, Aluminum Ingot
libvulpes:productingot:10, Iridium Ingot
libvulpes:productgem:0, material.Dilithium.name Crystal
libvulpes:productboule:3, Silicon Boule
libvulpes:productnugget:3, Silicon Nugget
libvulpes:productnugget:4, Copper Nugget
libvulpes:productnugget:5, Tin Nugget
libvulpes:productnugget:6, Steel Nugget
libvulpes:productnugget:7, Titanium Nugget
libvulpes:productnugget:9, Aluminum Nugget
libvulpes:productnugget:10, Iridium Nugget
libvulpes:productplate:1, Iron Plate
libvulpes:productplate:2, Gold Plate
libvulpes:productplate:3, Silicon Plate
libvulpes:productplate:4, Copper Plate
libvulpes:productplate:5, Tin Plate
libvulpes:productplate:6, Steel Plate
libvulpes:productplate:7, Titanium Plate
libvulpes:productplate:9, Aluminum Plate
libvulpes:productplate:10, Iridium Plate
libvulpes:productrod:1, Iron Rod
libvulpes:productrod:4, Copper Rod
libvulpes:productrod:6, Steel Rod
libvulpes:productrod:7, Titanium Rod
libvulpes:productrod:10, Iridium Rod
libvulpes:productfan:6, Steel Fan
libvulpes:productsheet:1, Iron Sheet
libvulpes:productsheet:4, Copper Sheet
libvulpes:productsheet:6, Steel Sheet
libvulpes:productsheet:7, Titanium Sheet
libvulpes:productsheet:9, Aluminum Sheet
libvulpes:productgear:6, Steel Gear
libvulpes:productgear:7, Titanium Gear
libvulpes:ore0:0, material.Dilithium.name Ore
libvulpes:ore0:4, Copper Ore
libvulpes:ore0:5, Tin Ore
libvulpes:ore0:8, Rutile Ore
libvulpes:ore0:9, Aluminum Ore
libvulpes:ore0:10, Iridium Ore
libvulpes:metal0:4, Copper Block
libvulpes:metal0:5, Tin Block
libvulpes:metal0:6, Steel Block
libvulpes:metal0:7, Titanium Block
libvulpes:metal0:9, Aluminum Block
libvulpes:metal0:10, Iridium Block
libvulpes:coil0:2, Gold Coil
libvulpes:coil0:4, Copper Coil
libvulpes:coil0:7, Titanium Coil
libvulpes:coil0:9, Aluminum Coil
libvulpes:coil0:10, Iridium Coil
advancedrocketry:concrete, Concrete
advancedrocketry:blastbrick, HeatProof Brick
advancedrocketry:structuretower, Structure Tower
advancedrocketry:blocklens, Lens
advancedrocketry:solarpanel, Solar Panel
advancedrocketry:solararraypanel, Solar Array Panel
advancedrocketry:sawblade, Saw Blade Assembly
advancedrocketry:platepress, Small Plate Presser
advancedrocketry:forcefieldprojector, Force Field Projector
advancedrocketry:forcefield, Force Field
advancedrocketry:vacuumlaser, Vacuum-Chamber High Power Laser Emitter
advancedrocketry:blockpump, Fluid Pump
advancedrocketry:suitworkstation, Suit Workstation
advancedrocketry:liquidtank, Pressurized Tank
advancedrocketry:solargenerator, Solar Generator
advancedrocketry:wirelesstransciever, Wireless Transceiver
advancedrocketry:arcfurnace, Electric Arc Furnace
advancedrocketry:rollingmachine, Rolling Machine
advancedrocketry:lathe, Lathe
advancedrocketry:crystallizer, Crystallizer
advancedrocketry:cuttingmachine, Cutting Machine
advancedrocketry:precisionassemblingmachine, Precision Assembler
advancedrocketry:electrolyser, Electrolyser
advancedrocketry:chemicalreactor, Chemical Reactor
advancedrocketry:precisionlaseretcher, Precision Laser Etcher
advancedrocketry:observatory, Observatory
advancedrocketry:planetanalyser, Astrobody Data Processor
advancedrocketry:centrifuge, Centrifuge
advancedrocketry:satellitebuilder, Satellite Builder
advancedrocketry:blackholegenerator, Black Hole Generator
advancedrocketry:microwavereciever, Microwave Receiver
advancedrocketry:solararray, Solar Array
advancedrocketry:warpcore, Warp Core
advancedrocketry:beacon, Beacon
advancedrocketry:biomescanner, Biome Scanner
advancedrocketry:railgun, Railgun
advancedrocketry:spaceelevatorcontroller, Space Elevator
advancedrocketry:gravitymachine, Area Gravity Controller
advancedrocketry:spacelaser, Orbital Laser Drill
advancedrocketry:launchpad, Launch Pad
advancedrocketry:landingpad, Docking Pad
advancedrocketry:stationmarker, Station Docking Port
advancedrocketry:seat, Seat
advancedrocketry:rocketmotor, Monopropellant Rocket Engine
advancedrocketry:bipropellantrocketmotor, Bipropellant Rocket Engine
advancedrocketry:advrocketmotor, Advanced Monopropellant Rocket Engine
advancedrocketry:advbipropellantrocketmotor, Advanced Bipropellant Rocket Engine
advancedrocketry:nuclearrocketmotor, Nuclear Thermal Rocket Engine
advancedrocketry:fueltank, Monopropellant Fuel Tank
advancedrocketry:bipropellantfueltank, Bipropellant Fuel Tank
advancedrocketry:oxidizerfueltank, Oxidizer Fuel Tank
advancedrocketry:nuclearfueltank, Nuclear Thermal Working Fluid Tank
advancedrocketry:nuclearcore, Nuclear Thermal Fission Core
advancedrocketry:guidancecomputer, Guidance Computer
advancedrocketry:intake, Gas Intake
advancedrocketry:drill, Drill
advancedrocketry:landingfloat, Landing Float
advancedrocketry:rocketbuilder, Rocket Assembling Machine
advancedrocketry:stationbuilder, Space Station Assembler
advancedrocketry:deployablerocketbuilder, Unmanned Vehicle Assembler
advancedrocketry:loader:0, Data Bus
advancedrocketry:loader:1, Satellite Bay
advancedrocketry:loader:2, Rocket Unloader
advancedrocketry:loader:3, Rocket Loader
advancedrocketry:loader:4, Rocket Fluid Unloader
advancedrocketry:loader:5, Rocket Fluid Loader
advancedrocketry:loader:6, Guidance Computer Access Hatch
advancedrocketry:fuelingstation, Fueling station
advancedrocketry:monitoringstation, Rocket Monitoring Station
advancedrocketry:satellitecontrolcenter, Satellite Terminal
advancedrocketry:warpmonitor, Warp Controller
advancedrocketry:orientationcontroller, Orientation Controller
advancedrocketry:gravitycontroller, Station Gravity Controller
advancedrocketry:altitudecontroller, Altitude Controller
advancedrocketry:planetselector, Planet Selector
advancedrocketry:planetholoselector, Holographic Planet Selector
advancedrocketry:oxygenscrubber, CO2 Scrubber
advancedrocketry:oxygenvent, Oxygen Vent
advancedrocketry:oxygencharger, Gas Charge Pad
advancedrocketry:oxygendetection, Atmosphere Detector
advancedrocketry:pipesealer, Pipe Seal
advancedrocketry:airlock_door, tile.smallAirlockDoor.name
advancedrocketry:unlittorch, Extinguished Torch
advancedrocketry:thermitetorch, Thermite Torch
advancedrocketry:circlelight, Station Light
advancedrocketry:lightsource, tile.lightSource.name
advancedrocketry:moonturf, Moon Turf
advancedrocketry:moonturf_dark, Dark Moon Turf
advancedrocketry:hotturf, Oxidized Ferric Sand
advancedrocketry:basalt, Basalt
advancedrocketry:geode, Geode Block
advancedrocketry:crystal:0, Violet Crystal Block
advancedrocketry:crystal:1, Blue Crystal Block
advancedrocketry:crystal:2, Green Crystal Block
advancedrocketry:crystal:3, Red Crystal Block
advancedrocketry:crystal:4, Yellow Crystal Block
advancedrocketry:crystal:5, Orange Crystal Block
advancedrocketry:vitrifiedsand, Vitrified Sand
advancedrocketry:charcoallog, Charcoal Log
advancedrocketry:electricmushroom, Electric Mushroom
advancedrocketry:alienwood, Lightwood Wood
advancedrocketry:alienleaves, Lightwood Leaves
advancedrocketry:aliensapling, Lightwood Sapling
advancedrocketry:planks, Lightwood planks
advancedrocketry:productdust:0, Titanium Aluminide Dust
advancedrocketry:productdust:1, Titanium Iridium Alloy Dust
advancedrocketry:productingot:0, Titanium Aluminide Ingot
advancedrocketry:productingot:1, Titanium Iridium Alloy Ingot
advancedrocketry:productnugget:0, Titanium Aluminide Nugget
advancedrocketry:productnugget:1, Titanium Iridium Alloy Nugget
advancedrocketry:productplate:0, Titanium Aluminide Plate
advancedrocketry:productplate:1, Titanium Iridium Alloy Plate
advancedrocketry:productrod:0, Titanium Aluminide Rod
advancedrocketry:productrod:1, Titanium Iridium Alloy Rod
advancedrocketry:productsheet:0, Titanium Aluminide Sheet
advancedrocketry:productsheet:1, Titanium Iridium Alloy Sheet
advancedrocketry:productgear:0, Titanium Aluminide Gear
advancedrocketry:productgear:1, Titanium Iridium Alloy Gear
advancedrocketry:metal0:0, Titanium Aluminide Block
advancedrocketry:metal0:1, Titanium Iridium Alloy Block
libvulpes:linker, Linker
libvulpes:battery:0, item.battery.0.name
libvulpes:battery:1, item.battery.1.name
libvulpes:holoprojector, Holo-Projector
advancedrocketry:wafer:0, Silicon Wafer
advancedrocketry:itemcircuitplate:0, Basic Circuit Plate
advancedrocketry:itemcircuitplate:1, Advanced Circuit Plate
advancedrocketry:ic:0, Basic Circuit
advancedrocketry:ic:1, Tracking Circuit
advancedrocketry:ic:2, Advanced Circuit
advancedrocketry:ic:3, Control Circuit Board
advancedrocketry:ic:4, Item IO Circuit Board
advancedrocketry:ic:5, Liquid IO Circuit Board
advancedrocketry:satelliteidchip, Satellite Id Chip
advancedrocketry:planetidchip, Planet Id Chip
advancedrocketry:asteroidchip, Asteroid Chip
advancedrocketry:elevatorchip, Space Elevator Chip
advancedrocketry:spacestationchip:0, Space Station Id Chip
advancedrocketry:dataunit:0, Data Storage Unit
advancedrocketry:satellite, Satellite
advancedrocketry:satellitepowersource:0, Basic Solar Panel
advancedrocketry:satellitepowersource:1, Large Solar Panel
advancedrocketry:satelliteprimaryfunction:0, Optical Sensor
advancedrocketry:satelliteprimaryfunction:1, Composition Sensor
advancedrocketry:satelliteprimaryfunction:2, Mass Detector
advancedrocketry:satelliteprimaryfunction:3, Microwave Transmitter
advancedrocketry:satelliteprimaryfunction:4, Ore Mapper
advancedrocketry:satelliteprimaryfunction:5, Biome Changer
advancedrocketry:spacehelmet, Space Suit Helmet
advancedrocketry:spacechestplate, Space Suit Chest-Piece
advancedrocketry:spaceleggings, Space Suit Leggings
advancedrocketry:spaceboots, Space Suit Boots
advancedrocketry:pressuretank:0, Low Pressure Tank
advancedrocketry:pressuretank:1, Pressure Tank
advancedrocketry:pressuretank:2, High Pressure Tank
advancedrocketry:pressuretank:3, Super High Pressure Tank
advancedrocketry:itemupgrade:0, Hover Upgrade
advancedrocketry:itemupgrade:1, Flight Speed Control Upgrade
advancedrocketry:itemupgrade:2, Bionic Leg Upgrade
advancedrocketry:itemupgrade:3, Padded Landing Boots
advancedrocketry:itemupgrade:4, Anti-Fog Visor
advancedrocketry:itemupgrade:5, Earthbright Visor
advancedrocketry:beaconfinder, Beacon Finder
advancedrocketry:jetpack, Suit Jetpack
advancedrocketry:atmanalyser, Atmosphere Analyzer
advancedrocketry:sealdetector, Seal Detector
advancedrocketry:orescanner, Ore Scanner
advancedrocketry:jackhammer, Jackhammer
advancedrocketry:basiclasergun, Basic Laser Gun
advancedrocketry:misc:0, User Interface
advancedrocketry:misc:1, Carbon Brick
advancedrocketry:sawbladeiron:0, Iron Saw Blade
advancedrocketry:iquartzcrucible, Quartz Crucible
advancedrocketry:lens:0, Basic Lens
advancedrocketry:thermite, Thermite
advancedrocketry:carbonscrubbercartridge, Carbon Collection Cartridge
advancedrocketry:smallairlockdoor, Small Airlock Door
advancedrocketry:hovercraft, Hovercraft
advancedrocketry:spacestation:0, Space Station Container
forge:bucketfilled, %s Bucket
immersiveengineering:ore:0, Copper Ore
immersiveengineering:ore:1, Bauxite Ore
immersiveengineering:ore:2, Lead Ore
immersiveengineering:ore:3, Silver Ore
immersiveengineering:ore:4, Nickel Ore
immersiveengineering:ore:5, Uranium Ore
immersiveengineering:storage:0, Block of Copper
immersiveengineering:storage:1, Block of Aluminium
immersiveengineering:storage:2, Block of Lead
immersiveengineering:storage:3, Block of Silver
immersiveengineering:storage:4, Block of Nickel
immersiveengineering:storage:5, Block of Uranium
immersiveengineering:storage:6, Block of Constantan
immersiveengineering:storage:7, Block of Electrum
immersiveengineering:storage:8, Block of Steel
immersiveengineering:storage_slab:0, Copper Slab
immersiveengineering:storage_slab:1, Aluminium Slab
immersiveengineering:storage_slab:2, Lead Slab
immersiveengineering:storage_slab:3, Silver Slab
immersiveengineering:storage_slab:4, Nickel Slab
immersiveengineering:storage_slab:5, Uranium Slab
immersiveengineering:storage_slab:6, Constantan Slab
immersiveengineering:storage_slab:7, Electrum Slab
immersiveengineering:storage_slab:8, Steel Slab
immersiveengineering:stone_decoration:0, Coke Brick
immersiveengineering:stone_decoration:1, Blast Brick
immersiveengineering:stone_decoration:2, Reinforced Blast Brick
immersiveengineering:stone_decoration:3, Block of Coal Coke
immersiveengineering:stone_decoration:4, Hempcrete
immersiveengineering:stone_decoration:5, Concrete
immersiveengineering:stone_decoration:6, Concrete Tile
immersiveengineering:stone_decoration:7, Leaded Concrete
immersiveengineering:stone_decoration:8, Insulating Glass
immersiveengineering:stone_decoration:10, Kiln Brick
immersiveengineering:stone_decoration_slab:0, Coke Brick Slab
immersiveengineering:stone_decoration_slab:1, Blast Brick Slab
immersiveengineering:stone_decoration_slab:2, Reinforced Blast Brick Slab
immersiveengineering:stone_decoration_slab:4, Hempcrete Slab
immersiveengineering:stone_decoration_slab:5, Concrete Slab
immersiveengineering:stone_decoration_slab:6, Concrete Tile Slab
immersiveengineering:stone_decoration_slab:7, Leaded Concrete Slab
immersiveengineering:stone_decoration_slab:10, Kiln Brick Slab
immersiveengineering:stone_decoration_stairs_hempcrete, Hempcrete Stairs
immersiveengineering:stone_decoration_stairs_concrete, Concrete Stairs
immersiveengineering:stone_decoration_stairs_concrete_tile, Concrete Tile Stairs
immersiveengineering:stone_decoration_stairs_concrete_leaded, Leaded Concrete Stairs
immersiveengineering:stone_device:3, Concrete Sheet
immersiveengineering:stone_device:4, Concrete Panel
immersiveengineering:stone_device:5, Concrete Chunk
immersiveengineering:treated_wood:0, Treated Wood Planks
immersiveengineering:treated_wood:1, Treated Wood Planks
immersiveengineering:treated_wood:2, Treated Wood Planks
immersiveengineering:treated_wood_slab:0, Treated Wood Slab
immersiveengineering:treated_wood_slab:1, Treated Wood Slab
immersiveengineering:treated_wood_slab:2, Treated Wood Slab
immersiveengineering:treated_wood_stairs0, Treated Wood Stairs
immersiveengineering:treated_wood_stairs1, Treated Wood Stairs
immersiveengineering:treated_wood_stairs2, Treated Wood Stairs
immersiveengineering:wooden_decoration:0, Treated Wood Fence
immersiveengineering:wooden_decoration:1, Treated Wood Scaffolding
immersiveengineering:wooden_device0:0, Wooden Storage Crate
immersiveengineering:wooden_device0:1, Wooden Barrel
immersiveengineering:wooden_device0:2, Engineer's Workbench
immersiveengineering:wooden_device0:3, Item Router
immersiveengineering:wooden_device0:4, Gunpowder Barrel
immersiveengineering:wooden_device0:5, Reinforced Storage Crate
immersiveengineering:wooden_device0:6, Turntable
immersiveengineering:wooden_device0:7, Fluid Router
immersiveengineering:wooden_device1:0, Water Wheel
immersiveengineering:wooden_device1:1, Windmill
immersiveengineering:wooden_device1:3, Wooden Post
immersiveengineering:wooden_device1:4, Wooden Wallmount
immersiveengineering:hemp, Industrial Hemp
immersiveengineering:cloth_device:0, Jump Cushion
immersiveengineering:cloth_device:1, Balloon
immersiveengineering:cloth_device:2, Strip Curtain
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, Copper Sheetmetal
immersiveengineering:sheetmetal:1, Aluminium Sheetmetal
immersiveengineering:sheetmetal:2, Lead Sheetmetal
immersiveengineering:sheetmetal:3, Silver Sheetmetal
immersiveengineering:sheetmetal:4, Nickel Sheetmetal
immersiveengineering:sheetmetal:5, Uranium Sheetmetal
immersiveengineering:sheetmetal:6, Constantan Sheetmetal
immersiveengineering:sheetmetal:7, Electrum Sheetmetal
immersiveengineering:sheetmetal:8, Steel Sheetmetal
immersiveengineering:sheetmetal:9, Iron Sheetmetal
immersiveengineering:sheetmetal:10, Gold Sheetmetal
immersiveengineering:sheetmetal_slab:0, Copper Sheetmetal Slab
immersiveengineering:sheetmetal_slab:1, Aluminium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:2, Lead Sheetmetal Slab
immersiveengineering:sheetmetal_slab:3, Silver Sheetmetal Slab
immersiveengineering:sheetmetal_slab:4, Nickel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:5, Uranium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:6, Constantan Sheetmetal Slab
immersiveengineering:sheetmetal_slab:7, Electrum Sheetmetal Slab
immersiveengineering:sheetmetal_slab:8, Steel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:9, Iron Sheetmetal Slab
immersiveengineering:sheetmetal_slab:10, Gold Sheetmetal Slab
immersiveengineering:metal_decoration0:0, Copper Coil Block
immersiveengineering:metal_decoration0:1, Electrum Coil Block
immersiveengineering:metal_decoration0:2, High-Voltage Coil Block
immersiveengineering:metal_decoration0:3, Redstone Engineering Block
immersiveengineering:metal_decoration0:4, Light Engineering Block
immersiveengineering:metal_decoration0:5, Heavy Engineering Block
immersiveengineering:metal_decoration0:6, Generator Block
immersiveengineering:metal_decoration0:7, Radiator Block
immersiveengineering:metal_decoration1:0, Steel Fence
immersiveengineering:metal_decoration1:1, Steel Scaffolding
immersiveengineering:metal_decoration1:2, Steel Scaffolding
immersiveengineering:metal_decoration1:3, Steel Scaffolding
immersiveengineering:metal_decoration1:4, Aluminium Fence
immersiveengineering:metal_decoration1:5, Aluminium Scaffolding
immersiveengineering:metal_decoration1:6, Aluminium Scaffolding
immersiveengineering:metal_decoration1:7, Aluminium Scaffolding
immersiveengineering:metal_decoration2:0, Steel Post
immersiveengineering:metal_decoration2:1, Steel Wallmount
immersiveengineering:metal_decoration2:2, Aluminium Post
immersiveengineering:metal_decoration2:3, Aluminium Wallmount
immersiveengineering:metal_decoration2:4, Lantern
immersiveengineering:metal_decoration2:5, Razor Wire
immersiveengineering:metal_decoration2:7, Steel Structural Arm
immersiveengineering:metal_decoration2:8, Aluminium Structural Arm
immersiveengineering:metal_decoration1_slab:1, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:2, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:3, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:5, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:6, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:7, Aluminium Scaffolding Slab
immersiveengineering:steel_scaffolding_stairs0, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs1, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs2, Steel Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs0, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs1, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs2, Aluminium Scaffolding Stairs
immersiveengineering:metal_ladder:0, Metal Ladder
immersiveengineering:metal_ladder:1, Scaffold Covered Ladder
immersiveengineering:metal_ladder:2, Scaffold Covered Ladder
immersiveengineering:connector:0, LV Wire Connector
immersiveengineering:connector:1, LV Wire Relay
immersiveengineering:connector:2, MV Wire Connector
immersiveengineering:connector:3, MV Wire Relay
immersiveengineering:connector:4, HV Wire Connector
immersiveengineering:connector:5, HV Wire Relay
immersiveengineering:connector:6, Structural Cable Connector
immersiveengineering:connector:7, Transformer
immersiveengineering:connector:8, HV Transformer
immersiveengineering:connector:9, Breaker Switch
immersiveengineering:connector:10, Redstone Breaker
immersiveengineering:connector:11, Current Transformer
immersiveengineering:connector:12, Redstone Wire Connector
immersiveengineering:connector:13, Redstone Probe Connector
immersiveengineering:metal_device0:0, LV Capacitor
immersiveengineering:metal_device0:1, MV Capacitor
immersiveengineering:metal_device0:2, HV Capacitor
immersiveengineering:metal_device0:3, Creative Capacitor
immersiveengineering:metal_device0:4, Metal Barrel
immersiveengineering:metal_device0:5, Fluid Pump
immersiveengineering:metal_device0:6, Fluid Outlet
immersiveengineering:metal_device1:0, Blast Furnace Preheater
immersiveengineering:metal_device1:1, External Heater
immersiveengineering:metal_device1:2, Kinetic Dynamo
immersiveengineering:metal_device1:3, Thermoelectric Generator
immersiveengineering:metal_device1:4, Powered Lantern
